x,y,value,trend,cluster,set
556607.731488,6811124.801129,,-25.08096295595169,6.0,0
556657.731488,6811124.801129,,-77.33438937366009,6.0,0
556707.731488,6811124.801129,,-118.51712311804295,6.0,0
556757.731488,6811124.801129,,-147.79831466078758,6.0,0
556807.731488,6811124.801129,,-163.4165437221527,6.0,0
556857.731488,6811124.801129,,-165.98051589727402,6.0,0
556907.731488,6811124.801129,,-160.0863433778286,6.0,0
556957.731488,6811124.801129,,-152.95804443955421,6.0,0
557007.731488,6811124.801129,,-149.7061264514923,6.0,0
557057.731488,6811124.801129,,-149.3895646482706,6.0,0
557107.731488,6811124.801129,,-148.70159423351288,6.0,0
557157.731488,6811124.801129,,-145.6862437725067,6.0,0
557207.731488,6811124.801129,,-139.82582783699036,6.0,0
557257.731488,6811124.801129,,-130.98791950941086,6.0,0
557307.731488,6811124.801129,,-118.6872609257698,6.0,0
557357.731488,6811124.801129,,-102.1041179895401,6.0,0
557407.731488,6811124.801129,,-80.30561119318008,6.0,0
557457.731488,6811124.801129,,-52.06901986896992,6.0,0
557507.731488,6811124.801129,,-15.457153841853142,6.0,0
557557.731488,6811124.801129,,32.583308190107346,6.0,0
557607.731488,6811124.801129,,96.29901772737503,6.0,0
557657.731488,6811124.801129,,179.56003811955452,6.0,0
557707.731488,6811124.801129,,281.4386736154556,6.0,0
557757.731488,6811124.801129,,390.3080702573061,6.0,0
557807.731488,6811124.801129,,481.1607668697834,6.0,0
557857.731488,6811124.801129,,523.2478069812059,6.0,0
557907.731488,6811124.801129,,498.0671132057905,6.0,0
557957.731488,6811124.801129,,412.1930258870125,6.0,0
558007.731488,6811124.801129,,292.1397626399994,6.0,0
558057.731488,6811124.801129,,169.3575084209442,6.0,0
558107.731488,6811124.801129,,69.35513785481453,6.0,0
558157.731488,6811124.801129,,8.002019539475441,6.0,0
558207.731488,6811124.801129,,-8.828013941645622,6.0,0
558257.731488,6811124.801129,,16.06714963912964,6.0,0
558307.731488,6811124.801129,,74.52054096758366,6.0,0
558357.731488,6811124.801129,,156.39159919321537,6.0,0
558407.731488,6811124.801129,,250.81067326664925,6.0,0
558457.731488,6811124.801129,,345.9442604482174,6.0,0
558507.731488,6811124.801129,,430.14700520038605,6.0,0
558557.731488,6811124.801129,,496.2404769510031,6.0,0
558607.731488,6811124.801129,,547.4811927974224,6.0,0
558657.731488,6811124.801129,,602.6335589587688,6.0,0
558707.731488,6811124.801129,,680.9277950823307,6.0,0
558757.731488,6811124.801129,,766.4232048690319,6.0,0
558807.731488,6811124.801129,,834.7340193390846,6.0,0
558857.731488,6811124.801129,,871.4054200649261,6.0,0
558907.731488,6811124.801129,,875.7754300236702,6.0,0
558957.731488,6811124.801129,,857.9118560701609,6.0,0
559007.731488,6811124.801129,,830.4127353429794,6.0,0
