x,y,cluster,trend,value,set,residual
10.0,2.0,0,100.23906202890794,304.749845,1,204.51078297109206
11.0,2.0,0,77.28631931466953,,0,
12.0,2.0,0,54.040446984014125,,0,
13.0,2.0,0,30.658178956175107,,0,
14.0,2.0,0,7.30657944981067,,0,
15.0,2.0,0,-15.830757920808537,,0,
16.0,2.0,0,-38.544802876145695,-328.573169,1,-290.0283661238543
17.0,2.0,0,-60.59070681197045,,0,
18.0,2.0,0,-81.70023067593866,,0,
19.0,2.0,0,-101.68455621969042,,0,
20.0,2.0,0,-120.53469027114625,,0,
21.0,2.0,0,-138.3238379060822,,0,
22.0,2.0,0,-155.10747887004982,-308.543502,1,-153.43602312995017
23.0,2.0,0,-170.91389329933008,,0,
24.0,2.0,0,-185.7572628784983,,0,
25.0,2.0,0,-199.64853618196503,,0,
26.0,2.0,0,-212.60230843600584,,0,
27.0,2.0,0,-224.64055812276638,,0,
28.0,2.0,0,-235.79393276618794,-524.460075,1,-288.666142233812
29.0,2.0,0,-246.1012356441206,,0,
30.0,2.0,0,-255.60780742525822,,0,
31.0,2.0,0,-264.363425347241,,0,
32.0,2.0,0,-272.42013965910155,,0,
33.0,2.0,0,-279.8302271476132,,0,
34.0,2.0,0,-286.64425108241267,-222.66779,1,63.97646108241267
35.0,2.0,0,-292.9091016794773,,0,
36.0,2.0,0,-298.66582597012166,,0,
37.0,2.0,0,-303.9469792130476,,0,
38.0,2.0,0,-308.77300968789496,,0,
39.0,2.0,0,-313.14643036099005,,0,
40.0,2.0,0,-317.03985344005196,-493.536874,1,-176.49702055994806
41.0,2.0,0,-320.3722627854295,,0,
42.0,2.0,0,-323.07603040290996,,0,
43.0,2.0,0,-325.26903698952447,,0,
44.0,2.0,0,-327.08407669544977,,0,
45.0,2.0,0,-328.60304032047134,,0,
46.0,2.0,0,-329.88124565147154,-866.284542,1,-536.4032963485284
47.0,2.0,0,-330.95922088405496,,0,
48.0,2.0,0,-331.86745978140243,,0,
49.0,2.0,0,-332.6280290498253,,0,
50.0,2.0,0,-333.2542787519051,,0,
51.0,2.0,0,-333.74919100822444,,0,
52.0,2.0,0,-334.1027131439405,-741.551645,1,-407.4489318560595
53.0,2.0,0,-334.288321541746,,0,
54.0,2.0,0,-334.25882845580054,,0,
55.0,2.0,0,-333.9408392543337,,0,
56.0,2.0,0,-333.2258138920588,,0,
57.0,2.0,0,-331.95181575049355,,0,
58.0,2.0,0,-329.85788649867754,-758.138494,1,-428.2806075013225
59.0,2.0,0,-326.4854234657014,,0,
60.0,2.0,0,-321.4751060724666,,0,
61.0,2.0,0,-315.32215761510815,,0,
62.0,2.0,0,-308.6278075334267,,0,
63.0,2.0,0,-301.80930992957656,,0,
64.0,2.0,0,-295.20562749596866,-349.714978,1,-54.50935050403132
65.0,2.0,0,-289.128712065547,,0,
66.0,2.0,0,-283.8795594069379,,0,
67.0,2.0,0,-279.73099474406627,,0,
68.0,2.0,0,-276.87505542638246,,0,
69.0,2.0,0,-275.38732289365726,,0,
70.0,2.0,0,-275.26037822703074,109.882826,1,385.14320422703076
71.0,2.0,0,-276.45620909012723,,0,
72.0,2.0,1,-278.92830736456017,,0,
73.0,2.0,1,-282.6222261296134,,0,
74.0,2.0,1,-287.471030854329,,0,
75.0,2.0,1,-293.39197336458165,,0,
76.0,2.0,1,-300.28538916613616,653.766291,1,954.0516801661362
77.0,2.0,1,-308.03517402106445,,0,
78.0,2.0,1,-316.509882373859,,0,
79.0,2.0,1,-325.56367443175986,,0,
80.0,2.0,1,-335.0367922483674,,0,
81.0,2.0,1,-344.7560475038954,,0,
82.0,2.0,1,-354.5373460751507,-110.070171,1,244.4671750751507
83.0,2.0,1,-364.19474212786736,,0,
84.0,2.0,1,-373.5611742742185,,0,
85.0,2.0,1,-382.51679106796473,,0,
86.0,2.0,1,-391.00396134541006,,0,
87.0,2.0,1,-399.01420348574175,,0,
88.0,2.0,1,-406.56208683611203,-475.325693,1,-68.76360616388797
89.0,2.0,1,-413.6672011971568,,0,
90.0,2.0,1,-420.34829132282175,,0,
91.0,2.0,1,-426.6241678662882,,0,
92.0,2.0,1,-432.51646507639816,,0,
93.0,2.0,1,-438.0517264052469,,0,
94.0,2.0,1,-443.26194334437605,-465.607626,1,-22.345682655623932
